geneID	leaf.AVG	stem.AVG	LogFC
GSCOC_T00028407001	5.72	5.28	-0.44
GSCOC_T00028412001	3.87	5.23	1.36
GSCOC_T00028413001	4.21	5.06	0.85
GSCOC_T00028414001	6.85	6.46	-0.39
GSCOC_T00028415001	5.04	4.06	-0.98
GSCOC_T00028416001	5.46	4.19	-1.28
GSCOC_T00028417001	6.36	7.17	0.81
GSCOC_T00028419001	3.34	4.21	0.88
GSCOC_T00028420001	4.87	5.46	0.59
GSCOC_T00028421001	3.51	2.94	-0.57
GSCOC_T00028422001	5.99	5.09	-0.91
GSCOC_T00028423001	5.38	6.11	0.73
GSCOC_T00028424001	1.97	-2.61	-4.59
GSCOC_T00028426001	4.3	4.58	0.28
GSCOC_T00028427001	7.01	7.37	0.35
GSCOC_T00028428001	6.84	6	-0.84
GSCOC_T00028430001	2.6	4.14	1.54
GSCOC_T00028431001	3.16	2.68	-0.48
GSCOC_T00028432001	5.58	4.97	-0.61
GSCOC_T00028434001	6.45	5.06	-1.38
GSCOC_T00028435001	3.96	3.34	-0.62
GSCOC_T00028436001	6.38	3.51	-2.86
GSCOC_T00028437001	0.6	3.45	2.85
GSCOC_T00028438001	-1.47	1.16	2.63
GSCOC_T00028439001	4.99	4.44	-0.54
GSCOC_T00028440001	8.87	7.19	-1.68
GSCOC_T00028442001	5.66	6.66	1
GSCOC_T00028443001	3.29	1.91	-1.38
GSCOC_T00028444001	6.27	6.92	0.65
GSCOC_T00028445001	6.9	8.18	1.28
GSCOC_T00028448001	6.94	7.05	0.11
GSCOC_T00028449001	5.48	5.63	0.16
GSCOC_T00028451001	7.9	5.72	-2.17
GSCOC_T00028455001	3.55	3.1	-0.45
GSCOC_T00028456001	1.97	1.71	-0.27
GSCOC_T00028457001	4.95	7.28	2.33
GSCOC_T00028460001	3.94	4.64	0.7
GSCOC_T00028463001	4.76	5.1	0.34
GSCOC_T00028466001	5.92	5.19	-0.74
GSCOC_T00028467001	5.91	6.45	0.54
GSCOC_T00028468001	5.53	6.98	1.46
GSCOC_T00028470001	4.13	4.4	0.27
GSCOC_T00028471001	5.11	5.15	0.04
GSCOC_T00028473001	7.97	8.47	0.5
GSCOC_T00028474001	-2.05	2.62	4.67
GSCOC_T00028475001	5.87	6.14	0.27
GSCOC_T00028476001	6.14	6.12	-0.02
GSCOC_T00028478001	7.11	5.31	-1.79
GSCOC_T00028479001	5.69	6.36	0.67
GSCOC_T00028481001	8.79	7.51	-1.28
GSCOC_T00028482001	4.27	4.41	0.14
GSCOC_T00028485001	7.22	3.51	-3.71
GSCOC_T00028486001	-1.4	0.32	1.72
GSCOC_T00028487001	1.99	2.28	0.29
GSCOC_T00028488001	5.71	5.06	-0.65
GSCOC_T00028489001	6.65	4.48	-2.18
GSCOC_T00028491001	3.88	4.15	0.27
GSCOC_T00028492001	4.07	4.52	0.45
GSCOC_T00028495001	6.02	3.31	-2.71
GSCOC_T00028501001	5.55	5.41	-0.14
GSCOC_T00028502001	5.79	5.2	-0.59
GSCOC_T00028506001	3.67	4.04	0.37
GSCOC_T00028507001	8.41	7.89	-0.53
GSCOC_T00028508001	-0.55	2.75	3.3
GSCOC_T00028512001	3.21	2.83	-0.38
GSCOC_T00028514001	2.04	2.51	0.47
GSCOC_T00028515001	3.62	3.58	-0.04
GSCOC_T00028517001	-0.98	2.78	3.76
GSCOC_T00028526001	2.73	4.25	1.52
GSCOC_T00028534001	6.12	6.98	0.85
GSCOC_T00028550001	6.39	5.08	-1.31
GSCOC_T00028560001	4.77	4.91	0.14
GSCOC_T00028564001	4.29	3.99	-0.3
GSCOC_T00028569001	5.22	4.23	-0.99
GSCOC_T00028570001	2.03	1.5	-0.53
GSCOC_T00028571001	0.03	2.71	2.67
GSCOC_T00028573001	7.89	5.29	-2.6
GSCOC_T00028574001	3.91	3.92	0.02
GSCOC_T00028586001	6.24	5.69	-0.55
GSCOC_T00028587001	5.89	6.25	0.36
GSCOC_T00028590001	3.46	3.64	0.19
GSCOC_T00028591001	1.96	1.54	-0.42
GSCOC_T00028592001	3.72	3.73	0.01
GSCOC_T00028593001	5.16	6.31	1.15
GSCOC_T00028601001	4.62	4.25	-0.37
GSCOC_T00028609001	1.58	1.35	-0.23
GSCOC_T00028611001	4.64	2.22	-2.42
GSCOC_T00028612001	-0.44	2.38	2.82
GSCOC_T00028614001	4.17	4.66	0.49
GSCOC_T00028615001	0.87	1.35	0.48
GSCOC_T00028616001	1.81	2.51	0.71
GSCOC_T00028617001	6.34	5.16	-1.19
GSCOC_T00028618001	3.28	3.78	0.51
GSCOC_T00028620001	1.21	2.06	0.84
GSCOC_T00028621001	-3.21	1.58	4.79
GSCOC_T00028622001	3.18	0.57	-2.61
GSCOC_T00028628001	4.91	5	0.09
GSCOC_T00028629001	0.35	0.27	-0.09
GSCOC_T00028630001	9.27	3	-6.27
GSCOC_T00028631001	6.18	5.86	-0.32
GSCOC_T00028635001	1.82	4.35	2.53
GSCOC_T00028638001	4.27	3.39	-0.88
GSCOC_T00028639001	3.9	2.9	-1
GSCOC_T00028640001	5.64	5.68	0.03
GSCOC_T00028641001	4.08	3.73	-0.35
GSCOC_T00028643001	4.38	2.44	-1.94
GSCOC_T00028652001	4.27	3.88	-0.39
GSCOC_T00028654001	2.7	3.03	0.33
GSCOC_T00028655001	3.79	3.64	-0.15
GSCOC_T00028657001	2	2.2	0.2
GSCOC_T00028658001	2.1	2.06	-0.04
GSCOC_T00028659001	0.06	0.1	0.04
GSCOC_T00028660001	-1.02	0.68	1.7
GSCOC_T00028664001	-1.31	3.95	5.25
GSCOC_T00028665001	2.11	2.71	0.6
GSCOC_T00028670001	5.8	5.77	-0.02
GSCOC_T00028671001	0.73	1.47	0.74
GSCOC_T00028680001	4.57	4.9	0.33
GSCOC_T00028683001	2.36	1.74	-0.62
GSCOC_T00028684001	1.45	1.24	-0.21
GSCOC_T00028687001	5.53	5.91	0.38
GSCOC_T00028688001	4.54	4.81	0.27
GSCOC_T00028689001	4.37	6.72	2.35
GSCOC_T00028690001	3.01	3.15	0.14
GSCOC_T00028691001	6.56	4.73	-1.84
GSCOC_T00028692001	5.27	5.72	0.45
GSCOC_T00028693001	4.18	4.34	0.16
GSCOC_T00028694001	4.16	4.26	0.1
GSCOC_T00028696001	4.28	2.74	-1.55
GSCOC_T00028699001	4.31	4.73	0.42
GSCOC_T00028702001	6.15	6.77	0.63
GSCOC_T00028703001	-0.85	1	1.85
GSCOC_T00028704001	4.84	4.98	0.14
GSCOC_T00028706001	3.43	3.49	0.05
GSCOC_T00028707001	5.99	3.97	-2.03
GSCOC_T00028708001	6.91	8.14	1.23
GSCOC_T00028709001	3.22	3.31	0.08
GSCOC_T00028711001	6.68	6.59	-0.08
GSCOC_T00028712001	4.58	4.78	0.2
GSCOC_T00028716001	3.48	4.32	0.83
GSCOC_T00028717001	5.35	6.17	0.82
GSCOC_T00028720001	-2.63	2.15	4.78
GSCOC_T00028721001	3.91	4.87	0.95
GSCOC_T00028723001	5.56	4.35	-1.21
GSCOC_T00028724001	2.16	1.52	-0.64
GSCOC_T00028725001	3.39	2.9	-0.49
GSCOC_T00028726001	5.22	4.92	-0.3
GSCOC_T00028727001	-2.52	2.15	4.67
GSCOC_T00028729001	4.52	5.04	0.52
GSCOC_T00028732001	5.86	5.12	-0.74
GSCOC_T00028733001	4.91	5.32	0.42
GSCOC_T00028734001	4.53	5	0.47
GSCOC_T00028735001	3.77	6.24	2.47
GSCOC_T00028736001	3.52	2.99	-0.53
GSCOC_T00028738001	2.17	1.72	-0.46
GSCOC_T00028739001	4.58	3.59	-0.99
GSCOC_T00028740001	6.48	6.51	0.03
GSCOC_T00028741001	6.57	6.57	-0
GSCOC_T00028742001	6.23	6.32	0.1
GSCOC_T00028743001	5.63	5.55	-0.08
GSCOC_T00028744001	6.76	7.35	0.59
GSCOC_T00028745001	0.51	1.22	0.71
GSCOC_T00028746001	3.61	4.07	0.46
GSCOC_T00028747001	5.95	6.16	0.22
GSCOC_T00028748001	3.28	2.12	-1.16
GSCOC_T00028749001	1.27	2.49	1.22
GSCOC_T00028750001	0.36	4.11	3.75
GSCOC_T00028753001	7.28	6.69	-0.59
GSCOC_T00028755001	5.04	5.03	-0
GSCOC_T00028764001	5.9	5.78	-0.12
GSCOC_T00028767001	2.07	-3.21	-5.28
GSCOC_T00028769001	4.16	3.53	-0.63
GSCOC_T00028770001	3.75	4.01	0.26
GSCOC_T00028772001	-1.24	1.65	2.9
GSCOC_T00028774001	6.38	4.83	-1.56
GSCOC_T00028775001	5.36	2.99	-2.37
GSCOC_T00028777001	3.88	3.55	-0.33
GSCOC_T00028778001	1.11	0.66	-0.45
GSCOC_T00028779001	4.23	3.87	-0.35
GSCOC_T00028781001	1.62	6.85	5.23
GSCOC_T00028782001	7.61	8.61	1
GSCOC_T00028783001	4.32	6.33	2.01
GSCOC_T00028784001	5.18	5.64	0.46
GSCOC_T00028785001	4.51	4.48	-0.03
GSCOC_T00028786001	5.46	4.83	-0.64
GSCOC_T00028787001	3.87	3.41	-0.46
GSCOC_T00028792001	5.31	4.95	-0.36
GSCOC_T00028793001	4.63	6.02	1.39
GSCOC_T00028794001	5.34	6.6	1.26
GSCOC_T00028796001	4.75	4.48	-0.27
GSCOC_T00028797001	5.57	5.94	0.37
GSCOC_T00028808001	4.83	4.7	-0.13
GSCOC_T00028811001	2.97	2.88	-0.09
GSCOC_T00028812001	2.29	3.29	1
GSCOC_T00028813001	5.94	5.1	-0.83
GSCOC_T00028814001	5.05	3.05	-1.99
GSCOC_T00028816001	3.45	3.18	-0.27
GSCOC_T00028817001	6.62	6.33	-0.29
GSCOC_T00028818001	4.37	4.58	0.21
GSCOC_T00028820001	4.54	2.94	-1.6
GSCOC_T00028821001	-0.61	1.03	1.65
GSCOC_T00028822001	4.54	5.84	1.3
GSCOC_T00028823001	0.09	2.03	1.94
GSCOC_T00028824001	4.06	4.26	0.2
GSCOC_T00028826001	2.71	1.1	-1.6
GSCOC_T00028830001	6	5.18	-0.83
GSCOC_T00028831001	5.34	4.97	-0.37
GSCOC_T00028833001	3.24	4.14	0.9
GSCOC_T00028834001	3.11	1.47	-1.63
GSCOC_T00028835001	7.81	7.41	-0.4
GSCOC_T00028836001	6.16	5.7	-0.45
GSCOC_T00028837001	6.14	1.82	-4.32
GSCOC_T00028839001	6.96	6.57	-0.39
GSCOC_T00028841001	5.73	5.34	-0.39
GSCOC_T00028845001	3.58	4.38	0.8
GSCOC_T00028846001	-1.73	1.73	3.46
GSCOC_T00028847001	6	5.38	-0.62
GSCOC_T00028848001	6.04	4.16	-1.88
GSCOC_T00028850001	5.39	3.51	-1.88
GSCOC_T00028851001	6.47	5.76	-0.71
GSCOC_T00028852001	1.88	2.66	0.78
GSCOC_T00028858001	-1.13	2.82	3.95
GSCOC_T00028859001	5.03	1.27	-3.76
GSCOC_T00028860001	4.64	3.53	-1.11
GSCOC_T00028861001	5.64	5.94	0.3
GSCOC_T00028863001	7.44	7.23	-0.21
GSCOC_T00028864001	4.76	5.17	0.41
GSCOC_T00028865001	4.54	5.18	0.64
GSCOC_T00028866001	3.03	3.16	0.13
GSCOC_T00028867001	-1.45	2	3.46
GSCOC_T00028868001	1.54	4.8	3.26
GSCOC_T00028870001	0.36	2.28	1.92
GSCOC_T00028871001	3.64	3.6	-0.04
GSCOC_T00028875001	3.77	3.39	-0.38
GSCOC_T00028876001	1.84	2.66	0.83
GSCOC_T00028877001	5.11	4.84	-0.27
GSCOC_T00028878001	4.75	4.61	-0.14
GSCOC_T00028879001	4.5	4.21	-0.29
GSCOC_T00028880001	5.24	5.25	0.01
GSCOC_T00028882001	7.24	6.74	-0.51
GSCOC_T00028884001	4.18	3.4	-0.78
GSCOC_T00028885001	0.73	1.52	0.79
GSCOC_T00028886001	6.21	5.29	-0.93
GSCOC_T00028888001	6.14	5.83	-0.31
GSCOC_T00028889001	3.71	4.11	0.4
GSCOC_T00028890001	4.69	4.59	-0.1
GSCOC_T00028891001	5.37	4.95	-0.42
GSCOC_T00028893001	4.8	4.71	-0.09
GSCOC_T00028894001	5.3	4.96	-0.34
GSCOC_T00028895001	3.37	1.87	-1.5
GSCOC_T00028898001	-0.56	0.07	0.62
GSCOC_T00028904001	4.91	5.35	0.44
GSCOC_T00028905001	1.84	1.35	-0.49
GSCOC_T00028907001	-1.45	1.28	2.73
GSCOC_T00028908001	4.44	3.44	-1
GSCOC_T00028910001	3.68	4.84	1.16
GSCOC_T00028911001	4.64	4.76	0.12
GSCOC_T00028912001	5.46	4.87	-0.59
GSCOC_T00028917001	0.29	0.4	0.1
GSCOC_T00028920001	5.4	4.83	-0.57
GSCOC_T00028924001	4.36	4.13	-0.23
GSCOC_T00028927001	5.1	4.62	-0.48
GSCOC_T00028928001	2.73	4.76	2.03
GSCOC_T00028929001	6.24	5.87	-0.37
GSCOC_T00028930001	4.5	3.51	-1
GSCOC_T00028931001	1.21	5.46	4.25
GSCOC_T00028932001	4.66	5.88	1.23
GSCOC_T00028933001	3.47	2.97	-0.5
GSCOC_T00028934001	7.69	0.36	-7.34
GSCOC_T00028935001	7.78	6.21	-1.57
GSCOC_T00028937001	2.99	4	1.02
GSCOC_T00028945001	6.19	-2.84	-9.03
GSCOC_T00028954001	4.38	-0.25	-4.63
GSCOC_T00028956001	4.2	3.9	-0.3
GSCOC_T00028957001	4.33	4.4	0.07
GSCOC_T00028958001	6.38	6.25	-0.13
GSCOC_T00028960001	2.58	2.51	-0.07
GSCOC_T00028964001	9.18	6.16	-3.03
GSCOC_T00028965001	3.67	2.9	-0.77
GSCOC_T00028967001	7.43	7.33	-0.1
GSCOC_T00028970001	0.98	2.36	1.38
GSCOC_T00028971001	3.07	2.47	-0.6
GSCOC_T00028972001	1.91	1.01	-0.9
GSCOC_T00028978001	1.56	1.62	0.07
GSCOC_T00028984001	0.72	1.04	0.32
GSCOC_T00028985001	2.34	2.37	0.04
GSCOC_T00028986001	5.27	4.84	-0.43
GSCOC_T00028987001	0.65	0.71	0.06
GSCOC_T00028988001	7.01	4.4	-2.61
GSCOC_T00028995001	4.51	3.55	-0.97
GSCOC_T00028996001	6.74	6.34	-0.4
GSCOC_T00028997001	3.09	3.27	0.17
GSCOC_T00028998001	2.54	4.45	1.9
GSCOC_T00028999001	2.86	5.11	2.25
GSCOC_T00029001001	6.04	5.66	-0.37
GSCOC_T00029003001	3.02	2.54	-0.48
GSCOC_T00029006001	4.78	3.86	-0.92
GSCOC_T00029007001	0.38	0.45	0.07
GSCOC_T00029010001	3.5	2.78	-0.71
GSCOC_T00029012001	4.61	1.39	-3.22
GSCOC_T00029014001	4.94	5	0.06
GSCOC_T00029019001	-0.03	2.74	2.78
GSCOC_T00029024001	3	-1.51	-4.51
GSCOC_T00029025001	3.39	1.66	-1.72
GSCOC_T00029029001	7.24	6.59	-0.66
GSCOC_T00029030001	3.2	4.02	0.82
GSCOC_T00029031001	4.94	5.09	0.15
GSCOC_T00029032001	4.93	5	0.06
GSCOC_T00029033001	0.14	-0.49	-0.63
GSCOC_T00029037001	0.48	0.08	-0.41
GSCOC_T00029040001	1.06	1.7	0.64
GSCOC_T00029042001	4.89	5.05	0.16
GSCOC_T00029044001	2.68	2.93	0.25
GSCOC_T00029045001	3.67	3.59	-0.08
GSCOC_T00029047001	0.94	1.31	0.37
GSCOC_T00029048001	6.64	4.14	-2.51
GSCOC_T00029053001	6.14	5.8	-0.34
GSCOC_T00029054001	4.06	4.17	0.11
GSCOC_T00029057001	0.87	1.52	0.65
GSCOC_T00029061001	6.02	7.25	1.23
GSCOC_T00029062001	2.19	1.94	-0.26
GSCOC_T00029067001	2.4	1.33	-1.07
GSCOC_T00029068001	6.67	6.9	0.22
GSCOC_T00029070001	3.77	2.16	-1.61
GSCOC_T00029072001	5.89	4	-1.89
GSCOC_T00029074001	0.64	0.16	-0.48
GSCOC_T00029079001	4.71	6.09	1.37
GSCOC_T00029080001	3.22	5.65	2.44
GSCOC_T00029082001	2.33	6.57	4.24
GSCOC_T00029083001	4.95	4.27	-0.68
GSCOC_T00029085001	4.68	3.55	-1.14
GSCOC_T00029087001	8.74	5.89	-2.85
GSCOC_T00029088001	7.58	7.18	-0.4
GSCOC_T00029089001	4.75	3.84	-0.91
GSCOC_T00029091001	6.73	4.47	-2.26
GSCOC_T00029092001	3.19	2.67	-0.52
GSCOC_T00029094001	3.87	2.47	-1.4
GSCOC_T00029096001	6.04	9.95	3.91
GSCOC_T00029098001	5.14	6.12	0.98
GSCOC_T00029099001	3.84	3.97	0.12
GSCOC_T00029100001	3.43	3.68	0.25
GSCOC_T00029101001	4.32	4.49	0.17
GSCOC_T00029103001	5.18	4.51	-0.67
GSCOC_T00029104001	5.46	5.13	-0.33
GSCOC_T00029109001	0.76	0.84	0.08
GSCOC_T00029110001	5.08	4.28	-0.8
GSCOC_T00029111001	5.58	7.27	1.69
GSCOC_T00029115001	3.08	5.01	1.93
GSCOC_T00029117001	4.89	5.3	0.41
GSCOC_T00029118001	4.98	4.67	-0.31
GSCOC_T00029121001	11.02	10.14	-0.88
GSCOC_T00029122001	4.33	4.15	-0.18
GSCOC_T00029123001	6.2	4.92	-1.28
GSCOC_T00029124001	1.49	0.98	-0.51
GSCOC_T00029125001	2.3	1.55	-0.76
GSCOC_T00029126001	4.28	5.54	1.25
GSCOC_T00029128001	5.72	5.67	-0.05
GSCOC_T00029131001	5.32	4.33	-0.99
GSCOC_T00029133001	0.05	1.08	1.04
GSCOC_T00029137001	1.69	1.97	0.29
GSCOC_T00029138001	7.34	7.02	-0.32
GSCOC_T00029142001	4.01	4.81	0.79
GSCOC_T00029143001	-0.99	1.41	2.4
GSCOC_T00029145001	4.77	9.54	4.78
GSCOC_T00029148001	5.38	5.44	0.06
GSCOC_T00029149001	-0.57	0.86	1.44
GSCOC_T00029151001	6.49	5.52	-0.97
GSCOC_T00029155001	6.44	6.25	-0.19
GSCOC_T00029158001	7.65	0.94	-6.71
GSCOC_T00029160001	6.21	4.82	-1.39
GSCOC_T00029161001	5.81	6.81	1
GSCOC_T00029165001	7.04	6.59	-0.45
GSCOC_T00029166001	5.82	5.64	-0.18
GSCOC_T00029167001	5.64	5.36	-0.29
GSCOC_T00029169001	1.51	1.62	0.11
GSCOC_T00029170001	3.83	0.94	-2.9
GSCOC_T00029172001	7.01	7.2	0.2
GSCOC_T00029173001	5.87	6.27	0.4
GSCOC_T00029175001	5.13	4.64	-0.49
GSCOC_T00029177001	3.15	3.73	0.58
GSCOC_T00029178001	1.66	1.74	0.08
GSCOC_T00029180001	3.3	3.64	0.34
GSCOC_T00029181001	5.27	5.2	-0.08
GSCOC_T00029182001	1.16	1.25	0.09
GSCOC_T00029184001	3.53	3.31	-0.22
GSCOC_T00029185001	0.73	0.93	0.2
GSCOC_T00029186001	0.65	1.56	0.91
GSCOC_T00029187001	0.84	2.54	1.69
GSCOC_T00029188001	1.65	-0.22	-1.86
GSCOC_T00029189001	4.47	3.78	-0.69
GSCOC_T00029191001	1.65	2.71	1.06
GSCOC_T00029192001	4.02	2.4	-1.62
GSCOC_T00029193001	1.09	-0.31	-1.4
GSCOC_T00029195001	5.3	5.33	0.03
GSCOC_T00029197001	3.93	4.36	0.42
GSCOC_T00029198001	5.17	4.11	-1.06
GSCOC_T00029199001	5.16	2.54	-2.62
GSCOC_T00029202001	0.34	0.24	-0.1
GSCOC_T00029203001	5.6	5.65	0.05
GSCOC_T00029204001	8.04	7.52	-0.52
GSCOC_T00029205001	6.4	6.94	0.54
GSCOC_T00029206001	7.41	8.66	1.25
GSCOC_T00029207001	6.24	6.42	0.18
GSCOC_T00029209001	6.25	6.01	-0.25
GSCOC_T00029210001	5.03	4.76	-0.27
GSCOC_T00029211001	6.07	6.97	0.9
GSCOC_T00029212001	2.12	2.48	0.35
GSCOC_T00029213001	1.17	0.64	-0.53
GSCOC_T00029214001	5.95	5.44	-0.51
GSCOC_T00029215001	0.8	-0.12	-0.92
GSCOC_T00029217001	4.4	3.66	-0.74
GSCOC_T00029218001	2.86	4.43	1.57
GSCOC_T00029220001	6.41	6.72	0.31
GSCOC_T00029222001	0.59	-2.67	-3.26
GSCOC_T00029223001	6.96	6.42	-0.54
GSCOC_T00029224001	-1.65	4.1	5.75
GSCOC_T00029225001	5.25	5.29	0.04
GSCOC_T00029226001	5.67	6.56	0.89
GSCOC_T00029227001	6.12	7.13	1.01
GSCOC_T00029236001	1.44	0.02	-1.42
GSCOC_T00029240001	3.63	3.25	-0.38
GSCOC_T00029241001	5.81	2.32	-3.49
GSCOC_T00029242001	7.96	7.62	-0.34
GSCOC_T00029243001	4.17	5.05	0.88
GSCOC_T00029245001	6.5	6.64	0.14
GSCOC_T00029247001	1.83	1.71	-0.12
GSCOC_T00029249001	3.83	3.47	-0.35
GSCOC_T00029250001	5.97	7.09	1.12
GSCOC_T00029251001	6.67	7	0.33
GSCOC_T00029253001	5.48	7.33	1.85
GSCOC_T00029254001	0.44	0.54	0.1
GSCOC_T00029255001	4.8	4.29	-0.51
GSCOC_T00029258001	5.42	4.41	-1.01
GSCOC_T00029259001	3.04	3.75	0.71
GSCOC_T00029261001	0.11	2.6	2.49
GSCOC_T00029262001	6.08	6.69	0.61
GSCOC_T00029263001	5.8	5.81	0.01
GSCOC_T00029264001	3.54	6.27	2.73
GSCOC_T00029265001	5.7	6.15	0.45
GSCOC_T00029266001	3.9	2.56	-1.34
GSCOC_T00029268001	6.24	4.36	-1.88
GSCOC_T00029269001	3.91	5.26	1.35
GSCOC_T00029271001	7.31	6.61	-0.7
GSCOC_T00029272001	6.97	6.1	-0.86
GSCOC_T00029273001	4.66	4.17	-0.49
GSCOC_T00029274001	9.31	9.23	-0.08
GSCOC_T00029275001	3.56	4.3	0.74
GSCOC_T00029276001	5.06	5.73	0.67
GSCOC_T00029277001	0.03	4.03	4
GSCOC_T00029279001	4.2	4.07	-0.13
GSCOC_T00029280001	3.54	3.44	-0.1
GSCOC_T00029283001	6.78	6.17	-0.6
GSCOC_T00029284001	3.51	4.4	0.89
GSCOC_T00029287001	2.44	1.94	-0.5
GSCOC_T00029288001	6.06	4.75	-1.31
GSCOC_T00029290001	4.43	5.14	0.71
GSCOC_T00029291001	6.24	6.09	-0.15
GSCOC_T00029292001	7.02	5.81	-1.21
GSCOC_T00029294001	6.83	6.22	-0.61
GSCOC_T00029297001	6.4	5.06	-1.34
GSCOC_T00029298001	3.21	-0.98	-4.2
GSCOC_T00029299001	3.87	2.56	-1.32
GSCOC_T00029300001	6.36	5.87	-0.5
GSCOC_T00029301001	5.22	5.15	-0.08
GSCOC_T00029303001	6.26	6.15	-0.1
GSCOC_T00029306001	0.76	-0.69	-1.45
GSCOC_T00029307001	4.56	1.46	-3.09
GSCOC_T00029309001	4.61	2.19	-2.42
GSCOC_T00029310001	2.61	3.48	0.88
GSCOC_T00029311001	0.82	2.1	1.28
GSCOC_T00029315001	5.48	3.97	-1.51
GSCOC_T00029317001	2.44	2.46	0.02
GSCOC_T00029318001	4.02	6.22	2.2
GSCOC_T00029320001	-0.57	0.77	1.34
GSCOC_T00029326001	0.84	1.29	0.45
GSCOC_T00029329001	-0.82	1.2	2.02
GSCOC_T00029331001	4.2	3.16	-1.04
GSCOC_T00029332001	6.66	3.46	-3.2
GSCOC_T00029335001	-0.44	3.29	3.73
GSCOC_T00029336001	2.56	4.56	2
GSCOC_T00029337001	5.28	3.97	-1.31
GSCOC_T00029338001	2.21	-0.13	-2.34
GSCOC_T00029339001	2.69	2.59	-0.1
GSCOC_T00029343001	2.77	0.58	-2.18
GSCOC_T00029344001	1.71	2.01	0.3
GSCOC_T00029347001	5.06	3.53	-1.52
GSCOC_T00029349001	6.07	5.92	-0.15
GSCOC_T00029352001	0.67	5.04	4.37
GSCOC_T00029353001	5.97	6.37	0.4
GSCOC_T00029354001	6.85	5.01	-1.84
GSCOC_T00029355001	6.15	5.94	-0.21
GSCOC_T00029356001	-2.51	3.42	5.93
GSCOC_T00029357001	0.74	1.83	1.08
GSCOC_T00029358001	2.75	3.63	0.88
GSCOC_T00029359001	2.79	2.64	-0.14
GSCOC_T00029360001	1.44	2.27	0.83
GSCOC_T00029363001	4.88	5.72	0.85
GSCOC_T00029366001	5.83	5.74	-0.09
GSCOC_T00029369001	4.19	4.58	0.39
GSCOC_T00029372001	-2.23	0.34	2.57
GSCOC_T00029373001	10.6	5.82	-4.78
GSCOC_T00029374001	6.93	6.49	-0.44
GSCOC_T00029375001	6.14	4.84	-1.3
GSCOC_T00029376001	6.7	7.04	0.34
GSCOC_T00029377001	-0.04	-0.35	-0.31
GSCOC_T00029378001	5.01	5.02	0
GSCOC_T00029379001	2.95	2.82	-0.13
GSCOC_T00029380001	3.94	3.8	-0.13
GSCOC_T00029381001	6.33	5.94	-0.39
GSCOC_T00029382001	-3.21	0.62	3.83
GSCOC_T00029383001	5.15	5.07	-0.07
GSCOC_T00029384001	6.25	4.53	-1.72
GSCOC_T00029385001	9.82	6.24	-3.58
GSCOC_T00029386001	0.78	1.5	0.72
GSCOC_T00029387001	5.23	5.95	0.72
GSCOC_T00029392001	-2.68	1.76	4.44
GSCOC_T00029393001	3.55	3.95	0.4
GSCOC_T00029394001	-1.02	0.73	1.74
GSCOC_T00029397001	5.22	2.43	-2.79
GSCOC_T00029398001	7.09	2.37	-4.72
GSCOC_T00029399001	5.46	4.91	-0.55
GSCOC_T00029400001	6.44	6.76	0.32
GSCOC_T00029401001	1.78	3.54	1.76
GSCOC_T00029403001	7.49	3.46	-4.03
GSCOC_T00029404001	3.77	3.89	0.12
GSCOC_T00029406001	4.72	4.67	-0.05
GSCOC_T00029408001	-0.35	2.98	3.33
GSCOC_T00029409001	7.46	7.11	-0.36
GSCOC_T00029410001	4.07	3.68	-0.39
GSCOC_T00029411001	5.3	5.44	0.14
GSCOC_T00029412001	1.57	1.86	0.29
GSCOC_T00029413001	5.89	5.59	-0.29
GSCOC_T00029415001	3.55	3.92	0.37
GSCOC_T00029416001	2.01	0.67	-1.33
GSCOC_T00029417001	3.11	3.59	0.48
GSCOC_T00029418001	-0.15	0.42	0.57
GSCOC_T00029419001	3.99	4.4	0.41
GSCOC_T00029420001	3.25	3.18	-0.06
GSCOC_T00029421001	5.45	5.41	-0.04
GSCOC_T00029423001	4.73	4.72	-0.01
GSCOC_T00029425001	6.27	6.18	-0.09
GSCOC_T00029426001	5.17	4.74	-0.43
GSCOC_T00029427001	6.19	5.99	-0.19
GSCOC_T00029428001	5.07	5.68	0.6
GSCOC_T00029429001	7.75	7.66	-0.09
GSCOC_T00029432001	0.96	4.63	3.67
GSCOC_T00029434001	5.58	6.43	0.85
GSCOC_T00029435001	2.64	3.27	0.63
GSCOC_T00029436001	6	5.14	-0.86
GSCOC_T00029437001	6.55	2.54	-4
GSCOC_T00029438001	6.64	9.68	3.04
GSCOC_T00029441001	5.06	4.84	-0.22
GSCOC_T00029442001	1.36	2.41	1.05
GSCOC_T00029443001	1.17	2.77	1.6
GSCOC_T00029445001	5.64	5.04	-0.59
GSCOC_T00029446001	5.62	5.56	-0.06
GSCOC_T00029447001	0.35	1.23	0.89
GSCOC_T00029449001	5.96	5.8	-0.16
GSCOC_T00029450001	3.09	3	-0.09
GSCOC_T00029451001	4.95	4.11	-0.84
GSCOC_T00029454001	3.2	3.76	0.56
GSCOC_T00029455001	2.17	3.73	1.56
GSCOC_T00029456001	3.17	2.94	-0.23
GSCOC_T00029457001	4.43	4.41	-0.02
GSCOC_T00029459001	0.53	1.3	0.78
GSCOC_T00029461001	2.64	1.41	-1.23
GSCOC_T00029463001	2.02	0.43	-1.59
GSCOC_T00029464001	5.08	4.46	-0.62
GSCOC_T00029465001	4.32	4.11	-0.21
GSCOC_T00029466001	0.44	0.87	0.43
